"","gutenberg_id","text","linenumber"
"3827",141,"many virtues, from her obliging manners down to her light and graceful",3827
"3828",141,"tread.",3828
"3829",141,"",3829
"3830",141,"“There goes good-humour, I am sure,” said he presently. “There goes a",3830
"3831",141,"temper which would never give pain! How well she walks! and how readily",3831
"3832",141,"she falls in with the inclination of others! joining them the moment",3832
"3833",141,"she is asked. What a pity,” he added, after an instant’s reflection,",3833
"3834",141,"“that she should have been in such hands!”",3834
"3835",141,"",3835
"3836",141,"Fanny agreed to it, and had the pleasure of seeing him continue at the",3836
"3837",141,"window with her, in spite of the expected glee; and of having his eyes",3837
"3838",141,"soon turned, like hers, towards the scene without, where all that was",3838
"3839",141,"solemn, and soothing, and lovely, appeared in the brilliancy of an",3839
"3840",141,"unclouded night, and the contrast of the deep shade of the woods. Fanny",3840
"3841",141,"spoke her feelings. “Here’s harmony!” said she; “here’s repose! Here’s",3841
"3842",141,"what may leave all painting and all music behind, and what poetry only",3842
"3843",141,"can attempt to describe! Here’s what may tranquillise every care, and",3843
"3844",141,"lift the heart to rapture! When I look out on such a night as this, I",3844
"3845",141,"feel as if there could be neither wickedness nor sorrow in the world;",3845
"3846",141,"and there certainly would be less of both if the sublimity of Nature",3846
"3847",141,"were more attended to, and people were carried more out of themselves",3847
"3848",141,"by contemplating such a scene.”",3848
"3849",141,"",3849
"3850",141,"“I like to hear your enthusiasm, Fanny. It is a lovely night, and they",3850
"3851",141,"are much to be pitied who have not been taught to feel, in some degree,",3851
"3852",141,"as you do; who have not, at least, been given a taste for Nature in",3852
"3853",141,"early life. They lose a great deal.”",3853
"3854",141,"",3854
"3855",141,"“_You_ taught me to think and feel on the subject, cousin.”",3855
"3856",141,"",3856
"3857",141,"“I had a very apt scholar. There’s Arcturus looking very bright.”",3857
"3858",141,"",3858
"3859",141,"“Yes, and the Bear. I wish I could see Cassiopeia.”",3859
"3860",141,"",3860
"3861",141,"“We must go out on the lawn for that. Should you be afraid?”",3861
"3862",141,"",3862
"3863",141,"“Not in the least. It is a great while since we have had any",3863
"3864",141,"star-gazing.”",3864
"3865",141,"",3865
"3866",141,"“Yes; I do not know how it has happened.” The glee began. “We will stay",3866
"3867",141,"till this is finished, Fanny,” said he, turning his back on the window;",3867
"3868",141,"and as it advanced, she had the mortification of seeing him advance",3868
"3869",141,"too, moving forward by gentle degrees towards the instrument, and when",3869
"3870",141,"it ceased, he was close by the singers, among the most urgent in",3870
"3871",141,"requesting to hear the glee again.",3871
"3872",141,"",3872
"3873",141,"Fanny sighed alone at the window till scolded away by Mrs. Norris’s",3873
"3874",141,"threats of catching cold.",3874
"3875",141,"",3875
"3876",141,"",3876
"3877",141,"",3877
"3878",141,"",3878
"3879",141,"CHAPTER XII",3879
"3880",141,"",3880
"3881",141,"",3881
"3882",141,"Sir Thomas was to return in November, and his eldest son had duties to",3882
"3883",141,"call him earlier home. The approach of September brought tidings of Mr.",3883
"3884",141,"Bertram, first in a letter to the gamekeeper and then in a letter to",3884
"3885",141,"Edmund; and by the end of August he arrived himself, to be gay,",3885
"3886",141,"agreeable, and gallant again as occasion served, or Miss Crawford",3886
"3887",141,"demanded; to tell of races and Weymouth, and parties and friends, to",3887
"3888",141,"which she might have listened six weeks before with some interest, and",3888
"3889",141,"altogether to give her the fullest conviction, by the power of actual",3889
"3890",141,"comparison, of her preferring his younger brother.",3890
"3891",141,"",3891
"3892",141,"It was very vexatious, and she was heartily sorry for it; but so it",3892
"3893",141,"was; and so far from now meaning to marry the elder, she did not even",3893
"3894",141,"want to attract him beyond what the simplest claims of conscious beauty",3894
"3895",141,"required: his lengthened absence from Mansfield, without anything but",3895
"3896",141,"pleasure in view, and his own will to consult, made it perfectly clear",3896
"3897",141,"that he did not care about her; and his indifference was so much more",3897
"3898",141,"than equalled by her own, that were he now to step forth the owner of",3898
"3899",141,"Mansfield Park, the Sir Thomas complete, which he was to be in time,",3899
"3900",141,"she did not believe she could accept him.",3900
"3901",141,"",3901
"3902",141,"The season and duties which brought Mr. Bertram back to Mansfield took",3902
"3903",141,"Mr. Crawford into Norfolk. Everingham could not do without him in the",3903
"3904",141,"beginning of September. He went for a fortnight—a fortnight of such",3904
"3905",141,"dullness to the Miss Bertrams as ought to have put them both on their",3905
"3906",141,"guard, and made even Julia admit, in her jealousy of her sister, the",3906
"3907",141,"absolute necessity of distrusting his attentions, and wishing him not",3907
"3908",141,"to return; and a fortnight of sufficient leisure, in the intervals of",3908
"3909",141,"shooting and sleeping, to have convinced the gentleman that he ought to",3909
"3910",141,"keep longer away, had he been more in the habit of examining his own",3910
"3911",141,"motives, and of reflecting to what the indulgence of his idle vanity",3911
"3912",141,"was tending; but, thoughtless and selfish from prosperity and bad",3912
"3913",141,"example, he would not look beyond the present moment. The sisters,",3913
"3914",141,"handsome, clever, and encouraging, were an amusement to his sated mind;",3914
"3915",141,"and finding nothing in Norfolk to equal the social pleasures of",3915
"3916",141,"Mansfield, he gladly returned to it at the time appointed, and was",3916
"3917",141,"welcomed thither quite as gladly by those whom he came to trifle with",3917
"3918",141,"further.",3918
"3919",141,"",3919
"3920",141,"Maria, with only Mr. Rushworth to attend to her, and doomed to the",3920
"3921",141,"repeated details of his day’s sport, good or bad, his boast of his",3921
"3922",141,"dogs, his jealousy of his neighbours, his doubts of their",3922
"3923",141,"qualifications, and his zeal after poachers, subjects which will not",3923
"3924",141,"find their way to female feelings without some talent on one side or",3924
"3925",141,"some attachment on the other, had missed Mr. Crawford grievously; and",3925
"3926",141,"Julia, unengaged and unemployed, felt all the right of missing him much",3926
"3927",141,"more. Each sister believed herself the favourite. Julia might be",3927
"3928",141,"justified in so doing by the hints of Mrs. Grant, inclined to credit",3928
"3929",141,"what she wished, and Maria by the hints of Mr. Crawford himself.",3929
"3930",141,"Everything returned into the same channel as before his absence; his",3930
"3931",141,"manners being to each so animated and agreeable as to lose no ground",3931
"3932",141,"with either, and just stopping short of the consistence, the",3932
"3933",141,"steadiness, the solicitude, and the warmth which might excite general",3933
"3934",141,"notice.",3934
"3935",141,"",3935
"3936",141,"Fanny was the only one of the party who found anything to dislike; but",3936
"3937",141,"since the day at Sotherton, she could never see Mr. Crawford with",3937
"3938",141,"either sister without observation, and seldom without wonder or",3938
"3939",141,"censure; and had her confidence in her own judgment been equal to her",3939
"3940",141,"exercise of it in every other respect, had she been sure that she was",3940
"3941",141,"seeing clearly, and judging candidly, she would probably have made some",3941
"3942",141,"important communications to her usual confidant. As it was, however,",3942
"3943",141,"she only hazarded a hint, and the hint was lost. “I am rather",3943
"3944",141,"surprised,” said she, “that Mr. Crawford should come back again so",3944
"3945",141,"soon, after being here so long before, full seven weeks; for I had",3945
"3946",141,"understood he was so very fond of change and moving about, that I",3946
"3947",141,"thought something would certainly occur, when he was once gone, to take",3947
"3948",141,"him elsewhere. He is used to much gayer places than Mansfield.”",3948
"3949",141,"",3949
"3950",141,"“It is to his credit,” was Edmund’s answer; “and I dare say it gives",3950
"3951",141,"his sister pleasure. She does not like his unsettled habits.”",3951
"3952",141,"",3952
"3953",141,"“What a favourite he is with my cousins!”",3953
"3954",141,"",3954
"3955",141,"“Yes, his manners to women are such as must please. Mrs. Grant, I",3955
"3956",141,"believe, suspects him of a preference for Julia; I have never seen much",3956
"3957",141,"symptom of it, but I wish it may be so. He has no faults but what a",3957
"3958",141,"serious attachment would remove.”",3958
"3959",141,"",3959
"3960",141,"“If Miss Bertram were not engaged,” said Fanny cautiously, “I could",3960
"3961",141,"sometimes almost think that he admired her more than Julia.”",3961
"3962",141,"",3962
"3963",141,"“Which is, perhaps, more in favour of his liking Julia best, than you,",3963
"3964",141,"Fanny, may be aware; for I believe it often happens that a man, before",3964
"3965",141,"he has quite made up his own mind, will distinguish the sister or",3965
"3966",141,"intimate friend of the woman he is really thinking of more than the",3966
"3967",141,"woman herself. Crawford has too much sense to stay here if he found",3967
"3968",141,"himself in any danger from Maria; and I am not at all afraid for her,",3968
"3969",141,"after such a proof as she has given that her feelings are not strong.”",3969
"3970",141,"",3970
"3971",141,"Fanny supposed she must have been mistaken, and meant to think",3971
"3972",141,"differently in future; but with all that submission to Edmund could do,",3972
"3973",141,"and all the help of the coinciding looks and hints which she",3973
"3974",141,"occasionally noticed in some of the others, and which seemed to say",3974
"3975",141,"that Julia was Mr. Crawford’s choice, she knew not always what to",3975
"3976",141,"think. She was privy, one evening, to the hopes of her aunt Norris on",3976
"3977",141,"the subject, as well as to her feelings, and the feelings of Mrs.",3977
"3978",141,"Rushworth, on a point of some similarity, and could not help wondering",3978
"3979",141,"as she listened; and glad would she have been not to be obliged to",3979
"3980",141,"listen, for it was while all the other young people were dancing, and",3980
"3981",141,"she sitting, most unwillingly, among the chaperons at the fire, longing",3981
"3982",141,"for the re-entrance of her elder cousin, on whom all her own hopes of a",3982
"3983",141,"partner then depended. It was Fanny’s first ball, though without the",3983
"3984",141,"preparation or splendour of many a young lady’s first ball, being the",3984
"3985",141,"thought only of the afternoon, built on the late acquisition of a",3985
"3986",141,"violin player in the servants’ hall, and the possibility of raising",3986
"3987",141,"five couple with the help of Mrs. Grant and a new intimate friend of",3987
"3988",141,"Mr. Bertram’s just arrived on a visit. It had, however, been a very",3988
"3989",141,"happy one to Fanny through four dances, and she was quite grieved to be",3989
"3990",141,"losing even a quarter of an hour. While waiting and wishing, looking",3990
"3991",141,"now at the dancers and now at the door, this dialogue between the two",3991
"3992",141,"above-mentioned ladies was forced on her—",3992
"3993",141,"",3993
"3994",141,"“I think, ma’am,” said Mrs. Norris, her eyes directed towards Mr.",3994
"3995",141,"Rushworth and Maria, who were partners for the second time, “we shall",3995
"3996",141,"see some happy faces again now.”",3996
"3997",141,"",3997
"3998",141,"“Yes, ma’am, indeed,” replied the other, with a stately simper, “there",3998
"3999",141,"will be some satisfaction in looking on _now_, and I think it was",3999
"4000",141,"rather a pity they should have been obliged to part. Young folks in",4000
"4001",141,"their situation should be excused complying with the common forms. I",4001
"4002",141,"wonder my son did not propose it.”",4002
"4003",141,"",4003
"4004",141,"“I dare say he did, ma’am. Mr. Rushworth is never remiss. But dear",4004
"4005",141,"Maria has such a strict sense of propriety, so much of that true",4005
"4006",141,"delicacy which one seldom meets with nowadays, Mrs. Rushworth—that wish",4006
"4007",141,"of avoiding particularity! Dear ma’am, only look at her face at this",4007
"4008",141,"moment; how different from what it was the two last dances!”",4008
"4009",141,"",4009
"4010",141,"Miss Bertram did indeed look happy, her eyes were sparkling with",4010
"4011",141,"pleasure, and she was speaking with great animation, for Julia and her",4011
"4012",141,"partner, Mr. Crawford, were close to her; they were all in a cluster",4012
"4013",141,"together. How she had looked before, Fanny could not recollect, for she",4013
"4014",141,"had been dancing with Edmund herself, and had not thought about her.",4014
"4015",141,"",4015
"4016",141,"Mrs. Norris continued, “It is quite delightful, ma’am, to see young",4016
"4017",141,"people so properly happy, so well suited, and so much the thing! I",4017
"4018",141,"cannot but think of dear Sir Thomas’s delight. And what do you say,",4018
"4019",141,"ma’am, to the chance of another match? Mr. Rushworth has set a good",4019
"4020",141,"example, and such things are very catching.”",4020
"4021",141,"",4021
"4022",141,"Mrs. Rushworth, who saw nothing but her son, was quite at a loss.",4022
"4023",141,"",4023
"4024",141,"“The couple above, ma’am. Do you see no symptoms there?”",4024
"4025",141,"",4025
"4026",141,"“Oh dear! Miss Julia and Mr. Crawford. Yes, indeed, a very pretty",4026
"4027",141,"match. What is his property?”",4027
"4028",141,"",4028
"4029",141,"“Four thousand a year.”",4029
"4030",141,"",4030
"4031",141,"“Very well. Those who have not more must be satisfied with what they",4031
"4032",141,"have. Four thousand a year is a pretty estate, and he seems a very",4032
"4033",141,"genteel, steady young man, so I hope Miss Julia will be very happy.”",4033
"4034",141,"",4034
"4035",141,"“It is not a settled thing, ma’am, yet. We only speak of it among",4035
"4036",141,"friends. But I have very little doubt it _will_ be. He is growing",4036
"4037",141,"extremely particular in his attentions.”",4037
"4038",141,"",4038
"4039",141,"Fanny could listen no farther. Listening and wondering were all",4039
"4040",141,"suspended for a time, for Mr. Bertram was in the room again; and though",4040
"4041",141,"feeling it would be a great honour to be asked by him, she thought it",4041
"4042",141,"must happen. He came towards their little circle; but instead of asking",4042
"4043",141,"her to dance, drew a chair near her, and gave her an account of the",4043
"4044",141,"present state of a sick horse, and the opinion of the groom, from whom",4044
"4045",141,"he had just parted. Fanny found that it was not to be, and in the",4045
"4046",141,"modesty of her nature immediately felt that she had been unreasonable",4046
"4047",141,"in expecting it. When he had told of his horse, he took a newspaper",4047
"4048",141,"from the table, and looking over it, said in a languid way, “If you",4048
"4049",141,"want to dance, Fanny, I will stand up with you.” With more than equal",4049
"4050",141,"civility the offer was declined; she did not wish to dance. “I am glad",4050
"4051",141,"of it,” said he, in a much brisker tone, and throwing down the",4051
"4052",141,"newspaper again, “for I am tired to death. I only wonder how the good",4052
"4053",141,"people can keep it up so long. They had need be _all_ in love, to find",4053
"4054",141,"any amusement in such folly; and so they are, I fancy. If you look at",4054
"4055",141,"them you may see they are so many couple of lovers—all but Yates and",4055
"4056",141,"Mrs. Grant—and, between ourselves, she, poor woman, must want a lover",4056
"4057",141,"as much as any one of them. A desperate dull life hers must be with the",4057
"4058",141,"doctor,” making a sly face as he spoke towards the chair of the latter,",4058
"4059",141,"who proving, however, to be close at his elbow, made so instantaneous a",4059
"4060",141,"change of expression and subject necessary, as Fanny, in spite of",4060
"4061",141,"everything, could hardly help laughing at. “A strange business this in",4061
"4062",141,"America, Dr. Grant! What is your opinion? I always come to you to know",4062
"4063",141,"what I am to think of public matters.”",4063
"4064",141,"",4064
"4065",141,"“My dear Tom,” cried his aunt soon afterwards, “as you are not dancing,",4065
"4066",141,"I dare say you will have no objection to join us in a rubber; shall",4066
"4067",141,"you?” Then leaving her seat, and coming to him to enforce the proposal,",4067
"4068",141,"added in a whisper, “We want to make a table for Mrs. Rushworth, you",4068
"4069",141,"know. Your mother is quite anxious about it, but cannot very well spare",4069
"4070",141,"time to sit down herself, because of her fringe. Now, you and I and Dr.",4070
"4071",141,"Grant will just do; and though _we_ play but half-crowns, you know, you",4071
"4072",141,"may bet half-guineas with _him_.”",4072
"4073",141,"",4073
"4074",141,"“I should be most happy,” replied he aloud, and jumping up with",4074
"4075",141,"alacrity, “it would give me the greatest pleasure; but that I am this",4075
"4076",141,"moment going to dance. Come, Fanny,” taking her hand, “do not be",4076
"4077",141,"dawdling any longer, or the dance will be over.”",4077
"4078",141,"",4078
"4079",141,"Fanny was led off very willingly, though it was impossible for her to",4079
"4080",141,"feel much gratitude towards her cousin, or distinguish, as he certainly",4080
"4081",141,"did, between the selfishness of another person and his own.",4081
"4082",141,"",4082
"4083",141,"“A pretty modest request upon my word,” he indignantly exclaimed as",4083
"4084",141,"they walked away. “To want to nail me to a card-table for the next two",4084
"4085",141,"hours with herself and Dr. Grant, who are always quarrelling, and that",4085
"4086",141,"poking old woman, who knows no more of whist than of algebra. I wish my",4086
"4087",141,"good aunt would be a little less busy! And to ask me in such a way too!",4087
"4088",141,"without ceremony, before them all, so as to leave me no possibility of",4088
"4089",141,"refusing. _That_ is what I dislike most particularly. It raises my",4089
"4090",141,"spleen more than anything, to have the pretence of being asked, of",4090
"4091",141,"being given a choice, and at the same time addressed in such a way as",4091
"4092",141,"to oblige one to do the very thing, whatever it be! If I had not",4092
"4093",141,"luckily thought of standing up with you I could not have got out of it.",4093
"4094",141,"It is a great deal too bad. But when my aunt has got a fancy in her",4094
"4095",141,"head, nothing can stop her.”",4095
"4096",141,"",4096
"4097",141,"",4097
"4098",141,"",4098
"4099",141,"",4099
"4100",141,"CHAPTER XIII",4100
"4101",141,"",4101
"4102",141,"",4102
"4103",141,"The Honourable John Yates, this new friend, had not much to recommend",4103
"4104",141,"him beyond habits of fashion and expense, and being the younger son of",4104
"4105",141,"a lord with a tolerable independence; and Sir Thomas would probably",4105
"4106",141,"have thought his introduction at Mansfield by no means desirable. Mr.",4106
"4107",141,"Bertram’s acquaintance with him had begun at Weymouth, where they had",4107
"4108",141,"spent ten days together in the same society, and the friendship, if",4108
"4109",141,"friendship it might be called, had been proved and perfected by Mr.",4109
"4110",141,"Yates’s being invited to take Mansfield in his way, whenever he could,",4110
"4111",141,"and by his promising to come; and he did come rather earlier than had",4111
"4112",141,"been expected, in consequence of the sudden breaking-up of a large",4112
"4113",141,"party assembled for gaiety at the house of another friend, which he had",4113
"4114",141,"left Weymouth to join. He came on the wings of disappointment, and with",4114
"4115",141,"his head full of acting, for it had been a theatrical party; and the",4115
"4116",141,"play in which he had borne a part was within two days of",4116
"4117",141,"representation, when the sudden death of one of the nearest connexions",4117
"4118",141,"of the family had destroyed the scheme and dispersed the performers. To",4118
"4119",141,"be so near happiness, so near fame, so near the long paragraph in",4119
"4120",141,"praise of the private theatricals at Ecclesford, the seat of the Right",4120
"4121",141,"Hon. Lord Ravenshaw, in Cornwall, which would of course have",4121
"4122",141,"immortalised the whole party for at least a twelvemonth! and being so",4122
"4123",141,"near, to lose it all, was an injury to be keenly felt, and Mr. Yates",4123
"4124",141,"could talk of nothing else. Ecclesford and its theatre, with its",4124
"4125",141,"arrangements and dresses, rehearsals and jokes, was his never-failing",4125
"4126",141,"subject, and to boast of the past his only consolation.",4126
"4127",141,"",4127
"4128",141,"Happily for him, a love of the theatre is so general, an itch for",4128
"4129",141,"acting so strong among young people, that he could hardly out-talk the",4129
"4130",141,"interest of his hearers. From the first casting of the parts to the",4130
"4131",141,"epilogue it was all bewitching, and there were few who did not wish to",4131
"4132",141,"have been a party concerned, or would have hesitated to try their",4132
"4133",141,"skill. The play had been Lovers’ Vows, and Mr. Yates was to have been",4133
"4134",141,"Count Cassel. “A trifling part,” said he, “and not at all to my taste,",4134
"4135",141,"and such a one as I certainly would not accept again; but I was",4135
"4136",141,"determined to make no difficulties. Lord Ravenshaw and the duke had",4136
"4137",141,"appropriated the only two characters worth playing before I reached",4137
"4138",141,"Ecclesford; and though Lord Ravenshaw offered to resign his to me, it",4138
"4139",141,"was impossible to take it, you know. I was sorry for _him_ that he",4139
"4140",141,"should have so mistaken his powers, for he was no more equal to the",4140
"4141",141,"Baron—a little man with a weak voice, always hoarse after the first ten",4141
"4142",141,"minutes. It must have injured the piece materially; but _I_ was",4142
"4143",141,"resolved to make no difficulties. Sir Henry thought the duke not equal",4143
"4144",141,"to Frederick, but that was because Sir Henry wanted the part himself;",4144
"4145",141,"whereas it was certainly in the best hands of the two. I was surprised",4145
"4146",141,"to see Sir Henry such a stick. Luckily the strength of the piece did",4146
"4147",141,"not depend upon him. Our Agatha was inimitable, and the duke was",4147
"4148",141,"thought very great by many. And upon the whole, it would certainly have",4148
"4149",141,"gone off wonderfully.”",4149
"4150",141,"",4150
"4151",141,"“It was a hard case, upon my word”; and, “I do think you were very much",4151
"4152",141,"to be pitied,” were the kind responses of listening sympathy.",4152
"4153",141,"",4153
"4154",141,"“It is not worth complaining about; but to be sure the poor old dowager",4154
"4155",141,"could not have died at a worse time; and it is impossible to help",4155
"4156",141,"wishing that the news could have been suppressed for just the three",4156
"4157",141,"days we wanted. It was but three days; and being only a grandmother,",4157
"4158",141,"and all happening two hundred miles off, I think there would have been",4158
"4159",141,"no great harm, and it was suggested, I know; but Lord Ravenshaw, who I",4159
"4160",141,"suppose is one of the most correct men in England, would not hear of",4160
"4161",141,"it.”",4161
"4162",141,"",4162
"4163",141,"“An afterpiece instead of a comedy,” said Mr. Bertram. “Lovers’ Vows",4163
"4164",141,"were at an end, and Lord and Lady Ravenshaw left to act My Grandmother",4164
"4165",141,"by themselves. Well, the jointure may comfort _him_; and perhaps,",4165
"4166",141,"between friends, he began to tremble for his credit and his lungs in",4166
"4167",141,"the Baron, and was not sorry to withdraw; and to make _you_ amends,",4167
"4168",141,"Yates, I think we must raise a little theatre at Mansfield, and ask you",4168
"4169",141,"to be our manager.”",4169
"4170",141,"",4170
"4171",141,"This, though the thought of the moment, did not end with the moment;",4171
"4172",141,"for the inclination to act was awakened, and in no one more strongly",4172
"4173",141,"than in him who was now master of the house; and who, having so much",4173
"4174",141,"leisure as to make almost any novelty a certain good, had likewise such",4174
"4175",141,"a degree of lively talents and comic taste, as were exactly adapted to",4175
"4176",141,"the novelty of acting. The thought returned again and again. “Oh for",4176
"4177",141,"the Ecclesford theatre and scenery to try something with.” Each sister",4177
"4178",141,"could echo the wish; and Henry Crawford, to whom, in all the riot of",4178
"4179",141,"his gratifications it was yet an untasted pleasure, was quite alive at",4179
"4180",141,"the idea. “I really believe,” said he, “I could be fool enough at this",4180
"4181",141,"moment to undertake any character that ever was written, from Shylock",4181
"4182",141,"or Richard III down to the singing hero of a farce in his scarlet coat",4182
"4183",141,"and cocked hat. I feel as if I could be anything or everything; as if I",4183
"4184",141,"could rant and storm, or sigh or cut capers, in any tragedy or comedy",4184
"4185",141,"in the English language. Let us be doing something. Be it only half a",4185
"4186",141,"play, an act, a scene; what should prevent us? Not these countenances,",4186
"4187",141,"I am sure,” looking towards the Miss Bertrams; “and for a theatre, what",4187
"4188",141,"signifies a theatre? We shall be only amusing ourselves. Any room in",4188
"4189",141,"this house might suffice.”",4189
"4190",141,"",4190
"4191",141,"“We must have a curtain,” said Tom Bertram; “a few yards of green baize",4191
"4192",141,"for a curtain, and perhaps that may be enough.”",4192
"4193",141,"",4193
"4194",141,"“Oh, quite enough,” cried Mr. Yates, “with only just a side wing or two",4194
"4195",141,"run up, doors in flat, and three or four scenes to be let down; nothing",4195
"4196",141,"more would be necessary on such a plan as this. For mere amusement",4196
"4197",141,"among ourselves we should want nothing more.”",4197
"4198",141,"",4198
"4199",141,"“I believe we must be satisfied with _less_,” said Maria. “There would",4199
"4200",141,"not be time, and other difficulties would arise. We must rather adopt",4200
"4201",141,"Mr. Crawford’s views, and make the _performance_, not the _theatre_,",4201
"4202",141,"our object. Many parts of our best plays are independent of scenery.”",4202
"4203",141,"",4203
"4204",141,"“Nay,” said Edmund, who began to listen with alarm. “Let us do nothing",4204
"4205",141,"by halves. If we are to act, let it be in a theatre completely fitted",4205
"4206",141,"up with pit, boxes, and gallery, and let us have a play entire from",4206
"4207",141,"beginning to end; so as it be a German play, no matter what, with a",4207
"4208",141,"good tricking, shifting afterpiece, and a figure-dance, and a hornpipe,",4208
"4209",141,"and a song between the acts. If we do not outdo Ecclesford, we do",4209
"4210",141,"nothing.”",4210
"4211",141,"",4211
"4212",141,"“Now, Edmund, do not be disagreeable,” said Julia. “Nobody loves a play",4212
"4213",141,"better than you do, or can have gone much farther to see one.”",4213
"4214",141,"",4214
"4215",141,"“True, to see real acting, good hardened real acting; but I would",4215
"4216",141,"hardly walk from this room to the next to look at the raw efforts of",4216
"4217",141,"those who have not been bred to the trade: a set of gentlemen and",4217
"4218",141,"ladies, who have all the disadvantages of education and decorum to",4218
"4219",141,"struggle through.”",4219
"4220",141,"",4220
"4221",141,"After a short pause, however, the subject still continued, and was",4221
"4222",141,"discussed with unabated eagerness, every one’s inclination increasing",4222
"4223",141,"by the discussion, and a knowledge of the inclination of the rest; and",4223
"4224",141,"though nothing was settled but that Tom Bertram would prefer a comedy,",4224
"4225",141,"and his sisters and Henry Crawford a tragedy, and that nothing in the",4225
"4226",141,"world could be easier than to find a piece which would please them all,",4226
"4227",141,"the resolution to act something or other seemed so decided as to make",4227
"4228",141,"Edmund quite uncomfortable. He was determined to prevent it, if",4228
"4229",141,"possible, though his mother, who equally heard the conversation which",4229
"4230",141,"passed at table, did not evince the least disapprobation.",4230
"4231",141,"",4231
"4232",141,"The same evening afforded him an opportunity of trying his strength.",4232
"4233",141,"Maria, Julia, Henry Crawford, and Mr. Yates were in the billiard-room.",4233
"4234",141,"Tom, returning from them into the drawing-room, where Edmund was",4234
"4235",141,"standing thoughtfully by the fire, while Lady Bertram was on the sofa",4235
"4236",141,"at a little distance, and Fanny close beside her arranging her work,",4236
"4237",141,"thus began as he entered—“Such a horribly vile billiard-table as ours",4237
"4238",141,"is not to be met with, I believe, above ground. I can stand it no",4238
"4239",141,"longer, and I think, I may say, that nothing shall ever tempt me to it",4239
"4240",141,"again; but one good thing I have just ascertained: it is the very room",4240
"4241",141,"for a theatre, precisely the shape and length for it; and the doors at",4241
"4242",141,"the farther end, communicating with each other, as they may be made to",4242
"4243",141,"do in five minutes, by merely moving the bookcase in my father’s room,",4243
"4244",141,"is the very thing we could have desired, if we had sat down to wish for",4244
"4245",141,"it; and my father’s room will be an excellent greenroom. It seems to",4245
"4246",141,"join the billiard-room on purpose.”",4246
"4247",141,"",4247
"4248",141,"“You are not serious, Tom, in meaning to act?” said Edmund, in a low",4248
"4249",141,"voice, as his brother approached the fire.",4249
"4250",141,"",4250
"4251",141,"“Not serious! never more so, I assure you. What is there to surprise",4251
"4252",141,"you in it?”",4252
"4253",141,"",4253
"4254",141,"“I think it would be very wrong. In a _general_ light, private",4254
"4255",141,"theatricals are open to some objections, but as _we_ are circumstanced,",4255
"4256",141,"I must think it would be highly injudicious, and more than injudicious",4256
"4257",141,"to attempt anything of the kind. It would shew great want of feeling on",4257
"4258",141,"my father’s account, absent as he is, and in some degree of constant",4258
"4259",141,"danger; and it would be imprudent, I think, with regard to Maria, whose",4259
"4260",141,"situation is a very delicate one, considering everything, extremely",4260
"4261",141,"delicate.”",4261
"4262",141,"",4262
"4263",141,"“You take up a thing so seriously! as if we were going to act three",4263
"4264",141,"times a week till my father’s return, and invite all the country. But",4264
"4265",141,"it is not to be a display of that sort. We mean nothing but a little",4265
"4266",141,"amusement among ourselves, just to vary the scene, and exercise our",4266
"4267",141,"powers in something new. We want no audience, no publicity. We may be",4267
"4268",141,"trusted, I think, in chusing some play most perfectly unexceptionable;",4268
"4269",141,"and I can conceive no greater harm or danger to any of us in conversing",4269
"4270",141,"in the elegant written language of some respectable author than in",4270
"4271",141,"chattering in words of our own. I have no fears and no scruples. And as",4271
"4272",141,"to my father’s being absent, it is so far from an objection, that I",4272
"4273",141,"consider it rather as a motive; for the expectation of his return must",4273
"4274",141,"be a very anxious period to my mother; and if we can be the means of",4274
"4275",141,"amusing that anxiety, and keeping up her spirits for the next few",4275
"4276",141,"weeks, I shall think our time very well spent, and so, I am sure, will",4276
"4277",141,"he. It is a _very_ anxious period for her.”",4277
"4278",141,"",4278
"4279",141,"As he said this, each looked towards their mother. Lady Bertram, sunk",4279
"4280",141,"back in one corner of the sofa, the picture of health, wealth, ease,",4280
"4281",141,"and tranquillity, was just falling into a gentle doze, while Fanny was",4281
"4282",141,"getting through the few difficulties of her work for her.",4282
"4283",141,"",4283
"4284",141,"Edmund smiled and shook his head.",4284
"4285",141,"",4285
"4286",141,"“By Jove! this won’t do,” cried Tom, throwing himself into a chair with",4286
"4287",141,"a hearty laugh. “To be sure, my dear mother, your anxiety—I was unlucky",4287
"4288",141,"there.”",4288
"4289",141,"",4289
"4290",141,"“What is the matter?” asked her ladyship, in the heavy tone of one",4290
"4291",141,"half-roused; “I was not asleep.”",4291
"4292",141,"",4292
"4293",141,"“Oh dear, no, ma’am, nobody suspected you! Well, Edmund,” he continued,",4293
"4294",141,"returning to the former subject, posture, and voice, as soon as Lady",4294
"4295",141,"Bertram began to nod again, “but _this_ I _will_ maintain, that we",4295
"4296",141,"shall be doing no harm.”",4296
"4297",141,"",4297
"4298",141,"“I cannot agree with you; I am convinced that my father would totally",4298
"4299",141,"disapprove it.”",4299
"4300",141,"",4300
"4301",141,"“And I am convinced to the contrary. Nobody is fonder of the exercise",4301
"4302",141,"of talent in young people, or promotes it more, than my father, and for",4302
"4303",141,"anything of the acting, spouting, reciting kind, I think he has always",4303
"4304",141,"a decided taste. I am sure he encouraged it in us as boys. How many a",4304
"4305",141,"time have we mourned over the dead body of Julius Caesar, and to _be’d_",4305
"4306",141,"and not _to_ _be’d_, in this very room, for his amusement? And I am",4306
